_input,_num,_widgetName,_source,_resultNumber,_pageUrl,trade1,trade2,molecule,category,patent,dose
,1238,drug_info,drug_info,1238,http://www.goodrx.com/istalol,Istalol,,,Beta Blockers,,1 eye dropper
,1239,drug_info,drug_info,1239,http://www.goodrx.com/cervidil,Cervidil,,,Prostaglandins,brand,1 insert of Cervidil 10mg
,1240,drug_info,drug_info,1240,http://www.goodrx.com/misoprostol,misoprostol,,(Cytotec),Prostaglandins,,60 tablets of misoprostol 200mcg
,1241,drug_info,drug_info,1241,http://www.goodrx.com/izba,Izba,,,Prostaglandins,,1 eye dropper
,1242,drug_info,drug_info,1242,http://www.goodrx.com/bimatoprost,bimatoprost,,(Lumigan),Prostaglandins,,1 eye dropper
,1243,drug_info,drug_info,1243,http://www.goodrx.com/cytotec,Cytotec,,(misoprostol),Prostaglandins,,60 tablets of misoprostol 200mcg
,1244,drug_info,drug_info,1244,http://www.goodrx.com/travoprost,travoprost,,(Travatan),Prostaglandins,,1 eye dropper
,1245,drug_info,drug_info,1245,http://www.goodrx.com/latisse,Latisse,,,Prostaglandins,,1 eye dropper
,1246,drug_info,drug_info,1246,http://www.goodrx.com/latanoprost,latanoprost,,(Xalatan),Prostaglandins,,1 eye dropper
,1247,drug_info,drug_info,1247,http://www.goodrx.com/scabene,,,(lindane),Antiparasitics,,1 bottle
,1248,drug_info,drug_info,1248,http://www.goodrx.com/mycobutin,Mycobutin,,(rifabutin),Rifamycins,generic,60 capsules of rifabutin 150mg
,1249,drug_info,drug_info,1249,http://www.goodrx.com/rifadin,Rifadin,,(rifampin),Rifamycins,generic,60 capsules of rifampin 300mg
,1250,drug_info,drug_info,1250,http://www.goodrx.com/xifaxan,Xifaxan,,(rifaximin),Rifamycins,brand,60 tablets of Xifaxan 550mg
,1251,drug_info,drug_info,1251,http://www.goodrx.com/rifabutin,rifabutin,,(Mycobutin),Rifamycins,generic,60 capsules of rifabutin 150mg
,1252,drug_info,drug_info,1252,http://www.goodrx.com/rifampin,rifampin,,(Rifadin),Rifamycins,generic,60 capsules of rifampin 300mg
,1253,drug_info,drug_info,1253,http://www.goodrx.com/ethambutol,ethambutol,,(Myambutol),Antimycobacterials,generic,60 tablets of ethambutol 400mg
,1254,drug_info,drug_info,1254,http://www.goodrx.com/sirturo,Sirturo,,(bedaquiline),Antimycobacterials,brand,24 tablets of Sirturo 100mg
,1255,drug_info,drug_info,1255,http://www.goodrx.com/myambutol,Myambutol,,(ethambutol),Antimycobacterials,generic,60 tablets of ethambutol 400mg
,1256,drug_info,drug_info,1256,http://www.goodrx.com/isoniazid,isoniazid,,(Stanozide Dow-Isoniazid Nydrazid Rimifon Hyzyd Laniazid),Antimycobacterials,generic,30 tablets of isoniazid 300mg
,1257,drug_info,drug_info,1257,http://www.goodrx.com/pyrazinamide,pyrazinamide,,(Zinamide),Antimycobacterials,generic,60 tablets of pyrazinamide 500mg
,1258,drug_info,drug_info,1258,http://www.goodrx.com/trecator,Trecator,,(ethionamide),Antimycobacterials,brand,30 tablets of Trecator 250mg
,1259,drug_info,drug_info,1259,http://www.goodrx.com/seromycin,Seromycin,,(cycloserine),Antimycobacterials,brand,5 capsules of Seromycin 250mg
,1260,drug_info,drug_info,1260,http://www.goodrx.com/lioresal,,,(baclofen),GABA Agonists,generic,90 tablets of baclofen 10mg
,1261,drug_info,drug_info,1261,http://www.goodrx.com/dantrium,Dantrium,,(dantrolene),Muscle Relaxants,generic,60 capsules of dantrolene 25mg
,1262,drug_info,drug_info,1262,http://www.goodrx.com/tizanidine,tizanidine,,(Zanaflex),Central Alpha Agonists,generic,90 tablets of tizanidine 4mg
,1263,drug_info,drug_info,1263,http://www.goodrx.com/copaxone,Copaxone,,(glatopa glatiramer acetate),Interferon Betas,,1 carton
,1264,drug_info,drug_info,1264,http://www.goodrx.com/rebif,Rebif,,,Interferon Betas,,1 carton
,1265,drug_info,drug_info,1265,http://www.goodrx.com/extavia,Extavia,,,Interferon Betas,brand,1 kit
,1266,drug_info,drug_info,1266,http://www.goodrx.com/gilenya,Gilenya,,(fingolimod),Sphingosine Receptor Modulators,brand,1 package
,1267,drug_info,drug_info,1267,http://www.goodrx.com/plegridy,Plegridy,,,Interferon Betas,,1 package
,1268,drug_info,drug_info,1268,http://www.goodrx.com/tecfidera,Tecfidera,,(dimethyl fumarate),NRF2 Activator,brand,1 dose pack
,1269,drug_info,drug_info,1269,http://www.goodrx.com/avonex,Avonex,,,Interferon Betas,brand,1 dose pack
,1270,drug_info,drug_info,1270,http://www.goodrx.com/doxil,Doxil,,,Anthracyclines,,1 vial
,1271,drug_info,drug_info,1271,http://www.goodrx.com/aubagio,Aubagio,,(teriflunomide),Pyrimidine Synthesis Inhibitors,brand,1 package
,1272,drug_info,drug_info,1272,http://www.goodrx.com/epirubicin,epirubicin,,(Ellence),Anthracyclines,generic,1 vial
,1273,drug_info,drug_info,1273,http://www.goodrx.com/malarone,Malarone,,(atovaquone / proguanil),Antimalarials,generic,30 tablets of atovaquone / proguanil 250mg/100mg
,1274,drug_info,drug_info,1274,http://www.goodrx.com/aralen,Aralen,,(chloroquine phosphate),Antimalarials,generic,7 tablets of chloroquine phosphate 500mg
,1275,drug_info,drug_info,1275,http://www.goodrx.com/primaquine,Primaquine,,,Antimalarials,brand,14 tablets of Primaquine 26.3mg
,1276,drug_info,drug_info,1276,http://www.goodrx.com/ellence,Ellence,,(epirubicin),Anthracyclines,generic,1 vial
,1277,drug_info,drug_info,1277,http://www.goodrx.com/coartem,Coartem,,(artemether and lumefantrine),Antimalarials,brand,24 tablets of Coartem 20mg/120mg
,1278,drug_info,drug_info,1278,http://www.goodrx.com/trilafon,,,(perphenazine),Typical Antipsychotics,generic,30 tablets of perphenazine 4mg
,1279,drug_info,drug_info,1279,http://www.goodrx.com/doryx,Doryx,,(doxycycline hyclate ER),Tetracycline Antibiotics,generic,20 tablets of doxycycline hyclate ER 100mg
,1280,drug_info,drug_info,1280,http://www.goodrx.com/quinine,quinine,,(Qualaquin),Antimalarials,,30 capsules 324mg of quinine
,1281,drug_info,drug_info,1281,http://www.goodrx.com/qualaquin,Qualaquin,,(quinine),Antimalarials,,30 capsules 324mg of quinine
,1282,drug_info,drug_info,1282,http://www.goodrx.com/daraprim,Daraprim,,(pyrimethamine),Antifolate Antimalarials,brand,60 tablets of Daraprim 25mg
,1283,drug_info,drug_info,1283,http://www.goodrx.com/lariam,,,(mefloquine),Antimalarials,generic,8 tablets of mefloquine 250mg
,1284,drug_info,drug_info,1284,http://www.goodrx.com/acticlate,Acticlate,,(interferon gamma-1b),Tetracycline Antibiotics,brand,30 tablets of Acticlate 150mg
,1285,drug_info,drug_info,1285,http://www.goodrx.com/morgidox,Morgidox,,,Tetracycline Antibiotics,brand,1 package
,1286,drug_info,drug_info,1286,http://www.goodrx.com/winrho,Winrho,,,Human Immunoglobulin Gs,brand,1 vial
,1287,drug_info,drug_info,1287,http://www.goodrx.com/intermezzo,Intermezzo,,,GABA Agonists,brand,30 sublingual tablets of Intermezzo 3.5mg
,1288,drug_info,drug_info,1288,http://www.goodrx.com/dalmane,,,(flurazepam),Benzodiazepines,generic,30 capsules of flurazepam 30mg
,1289,drug_info,drug_info,1289,http://www.goodrx.com/silenor,Silenor,,,Tricyclic Antidepressants,brand,30 tablets of Silenor 6mg
,1290,drug_info,drug_info,1290,http://www.goodrx.com/prosom,,,(estazolam),Benzodiazepines,generic,30 tablets of estazolam 2mg
,1291,drug_info,drug_info,1291,http://www.goodrx.com/hetlioz,Hetlioz,,(tasimelteon),Melatonin Receptor Agonists,brand,30 capsules of Hetlioz 20mg
,1292,drug_info,drug_info,1292,http://www.goodrx.com/rozerem,Rozerem,,(ramelteon),Melatonin Receptor Agonists,brand,30 tablets of Rozerem 8mg
,1293,drug_info,drug_info,1293,http://www.goodrx.com/belsomra,Belsomra,,(suvorexant),Orexin Receptor Antagonists,brand,30 tablets of Belsomra 10mg
,1294,drug_info,drug_info,1294,http://www.goodrx.com/epiduo,Epiduo,,,Retinoid / Macrolide Antibiotic Combinations,,1 tube
,1295,drug_info,drug_info,1295,http://www.goodrx.com/edluar,Edluar,,,GABA Agonists,brand,30 sublingual tablets of Edluar 10mg
,1296,drug_info,drug_info,1296,http://www.goodrx.com/benzaclin,Benzaclin,,(clindamycin / benzoyl peroxide),Lincosamide / Macrolide Antibiotic Combinations,,1 jar
,1297,drug_info,drug_info,1297,http://www.goodrx.com/benzamycin,Benzamycin,,(erythromycin / benzoyl peroxide),Macrolide Antibiotics,,1 jar
,1298,drug_info,drug_info,1298,http://www.goodrx.com/tetracyn,,,(tetracycline),Tetracycline Antibiotics,generic,60 capsules of tetracycline 500mg
,1299,drug_info,drug_info,1299,http://www.goodrx.com/aczone,Aczone,,,Sulfones,,1 tube
,1300,drug_info,drug_info,1300,http://www.goodrx.com/minocycline,minocycline,,(Dynacin Minocin),Tetracycline Antibiotics,generic,60 tablets of minocycline 100mg
,1301,drug_info,drug_info,1301,http://www.goodrx.com/myorisan,myorisan,claravis,(Accutane),Retinoids,generic,60 capsules of myorisan 40mg
,1302,drug_info,drug_info,1302,http://www.goodrx.com/claravis,claravis,myorisan,(Accutane),Retinoids,generic,60 capsules of claravis 40mg
,1303,drug_info,drug_info,1303,http://www.goodrx.com/zenatane,zenatane,myorisan,(Accutane),Retinoids,generic,60 capsules of zenatane 40mg
,1304,drug_info,drug_info,1304,http://www.goodrx.com/ciloxan,Ciloxan,,(ciprofloxacin),Quinolone Antibiotics,,1 eye dropper
,1305,drug_info,drug_info,1305,http://www.goodrx.com/noritate,Noritate,,,Nitroimidazole Antibiotics,,1 tube
,1306,drug_info,drug_info,1306,http://www.goodrx.com/plexion,Plexion,,,Sulfa Antibiotics,,1 bottle
,1307,drug_info,drug_info,1307,http://www.goodrx.com/cetraxal,Cetraxal,,(ciprofloxacin),Quinolone Antibiotics,,1 carton
,1308,drug_info,drug_info,1308,http://www.goodrx.com/rosadan,Rosadan,,,Nitroimidazole Antibiotics,,1 tube
,1309,drug_info,drug_info,1309,http://www.goodrx.com/sumaxin,Sumaxin,,,Sulfa Antibiotics,,1 carton
,1310,drug_info,drug_info,1310,http://www.goodrx.com/rosanil,Rosanil,,,Sulfa Antibiotics,,1 tube
,1311,drug_info,drug_info,1311,http://www.goodrx.com/sumadan,Sumadan,,,Sulfa Antibiotics,,1 bottle
,1312,drug_info,drug_info,1312,http://www.goodrx.com/avar,Avar,,,Sulfa Antibiotics,,1 bottle
,1313,drug_info,drug_info,1313,http://www.goodrx.com/clenia,Clenia,,,Sulfa Antibiotics,,1 bottle
,1314,drug_info,drug_info,1314,http://www.goodrx.com/oracea,Oracea,,(doxycycline DR),Tetracycline Antibiotics,generic,30 capsules of doxycycline DR 40mg
,1315,drug_info,drug_info,1315,http://www.goodrx.com/synera,Synera,,,Local Anesthetics,brand,1 patch of Synera 70mg/70mg
,1316,drug_info,drug_info,1316,http://www.goodrx.com/lidorx,Lidorx,,,Local Anesthetics,,1 gel pump
,1317,drug_info,drug_info,1317,http://www.goodrx.com/pliaglis,Pliaglis,,,Local Anesthetics,,1 tube
,1318,drug_info,drug_info,1318,http://www.goodrx.com/bloxiverz,Bloxiverz,,,Cholinesterase Inhibitors,,1 vial
,1319,drug_info,drug_info,1319,http://www.goodrx.com/proparacaine,proparacaine,,(Alcaine),Local Anesthetics,,1 eye dropper
,1320,drug_info,drug_info,1320,http://www.goodrx.com/ketalar,Ketalar,,(ketamine),NMDA Receptor Antagonists,,1 vial
,1321,drug_info,drug_info,1321,http://www.goodrx.com/tetravisc,Tetravisc,,,Local Anesthetics,,1 eye dropper
,1322,drug_info,drug_info,1322,http://www.goodrx.com/medroxyprogesterone,medroxyprogesterone,,(Depo-Provera Provera),Progestins,,1 syringe
,1323,drug_info,drug_info,1323,http://www.goodrx.com/altacaine,Altacaine,,(tetracaine),Local Anesthetics,,1 eye dropper
,1324,drug_info,drug_info,1324,http://www.goodrx.com/danocrine,,,(danazol),Androgens,generic,60 capsules of danazol 200mg
,1325,drug_info,drug_info,1325,http://www.goodrx.com/lupaneta,Lupaneta,,(leuprolide and norethindrone),Gonadotropin Releasing Hormone Agonist / Progestin Combinations,brand,1 kit
,1326,drug_info,drug_info,1326,http://www.goodrx.com/synarel,Synarel,,(nafarelin),Gonadotropin Releasing Hormone Agonists,,1 nasal spray
,1327,drug_info,drug_info,1327,http://www.goodrx.com/implanon,Implanon,Nexplanon,,Progestins,brand,1 implant of Implanon 68mg
,1328,drug_info,drug_info,1328,http://www.goodrx.com/norethindrone,norethindrone,lyza,(Micronor Nor-Qd),Progestins,generic,1 package
,1329,drug_info,drug_info,1329,http://www.goodrx.com/mirena,Mirena,,,Progestins,brand,1 iud of Mirena 52mg
,1330,drug_info,drug_info,1330,http://www.goodrx.com/levonorgestrel,levonorgestrel,,(Plan B),Progestins,generic,1 package
,1331,drug_info,drug_info,1331,http://www.goodrx.com/skyla,Skyla,,,Progestins,brand,1 iud of Skyla 13.5mg
,1332,drug_info,drug_info,1332,http://www.goodrx.com/micronor,Micronor,,(lyza sharobel norethindrone errin jolivette jencycla),Progestins,generic,1 package
,1333,drug_info,drug_info,1333,http://www.goodrx.com/nexplanon,Nexplanon,Implanon,,Progestins,brand,1 implant of Nexplanon 68mg
,1334,drug_info,drug_info,1334,http://www.goodrx.com/megestrol,megestrol,,(Megace Megace ES),Progestins,generic,60 tablets of megestrol 40mg
,1335,drug_info,drug_info,1335,http://www.goodrx.com/brimonidine,brimonidine,,(Alphagan P),Alpha Agonists,,1 eye dropper
,1336,drug_info,drug_info,1336,http://www.goodrx.com/ery,Ery,,(erythromycin),Macrolide Antibiotics,,1 tube
,1337,drug_info,drug_info,1337,http://www.goodrx.com/pce,Pce,,,Macrolide Antibiotics,brand,30 tablets of Pce 333mg
,1338,drug_info,drug_info,1338,http://www.goodrx.com/eryped,Eryped,E.E.S.,,Macrolide Antibiotics,,3 bottles
,1339,drug_info,drug_info,1339,http://www.goodrx.com/erythrocin,Erythrocin,,,Macrolide Antibiotics,brand,60 tablets of Erythrocin 250mg
,1340,drug_info,drug_info,1340,http://www.goodrx.com/humatin,,,(paromomycin),Antiprotozoals,generic,42 capsules of paromomycin 250mg
,1341,drug_info,drug_info,1341,http://www.goodrx.com/eryc,,,(erythromycin DR),Macrolide Antibiotics,generic,60 capsules of erythromycin DR 250mg
,1342,drug_info,drug_info,1342,http://www.goodrx.com/methimazole,methimazole,,(Tapazole),Antithyroid Drugs,generic,30 tablets of methimazole 5mg
,1343,drug_info,drug_info,1343,http://www.goodrx.com/tinidazole,tinidazole,,(Tindamax),Nitroimidazole Antibiotics,generic,8 tablets of tinidazole 500mg
,1344,drug_info,drug_info,1344,http://www.goodrx.com/miconazole,miconazole,,,Azole Antifungals,,
,1345,drug_info,drug_info,1345,http://www.goodrx.com/zazole,Zazole,Terazol 7,(terconazole),Azole Antifungals,,1 tube
,1346,drug_info,drug_info,1346,http://www.goodrx.com/avc,Avc,,(sulfanilamide),Sulfa Antibiotics,,1 tube
,1347,drug_info,drug_info,1347,http://www.goodrx.com/mycostatin,,,(nystatin),Polyene Antifungals,,1 bottle
,1348,drug_info,drug_info,1348,http://www.goodrx.com/mycelex,Mycelex,,(clotrimazole),Azole Antifungals,generic,70 lozenges of clotrimazole 10mg
,1349,drug_info,drug_info,1349,http://www.goodrx.com/selseb,,,(selenium sulfide),Antiseborrheics,,1 bottle
,1350,drug_info,drug_info,1350,http://www.goodrx.com/penlac,Penlac,,(ciclopirox),Hydroxypyridone Antifungals,,1 bottle
,1351,drug_info,drug_info,1351,http://www.goodrx.com/loperamide,loperamide,,(Imodium),Antidiarrheals,generic,240 capsules of loperamide 2mg
,1352,drug_info,drug_info,1352,http://www.goodrx.com/fulyzaq,Fulyzaq,,(crofelemer),Antidiarrheals,brand,60 tablets of Fulyzaq 125mg
,1353,drug_info,drug_info,1353,http://www.goodrx.com/ganciclovir,ganciclovir,,(Cytovene),CMV Nucleoside Analogues,generic,1 vial
,1354,drug_info,drug_info,1354,http://www.goodrx.com/cidofovir,cidofovir,,(Vistide),CMV Nucleoside Analogues,,1 vial
,1355,drug_info,drug_info,1355,http://www.goodrx.com/fluconazole,fluconazole,,(Diflucan),Azole Antifungals,generic,1 tablet of fluconazole 150mg
,1356,drug_info,drug_info,1356,http://www.goodrx.com/makena,Makena,,(hydroxyprogesterone),Progestins,,1 dose
,1357,drug_info,drug_info,1357,http://www.goodrx.com/midodrine,midodrine,,(Proamatine),Alpha Agonists,generic,90 tablets of midodrine 5mg
,1358,drug_info,drug_info,1358,http://www.goodrx.com/sinemet,Sinemet,,(carbidopa / levodopa),DDCIs,generic,90 tablets of carbidopa / levodopa 25mg/100mg
,1359,drug_info,drug_info,1359,http://www.goodrx.com/parcopa,Parcopa,,(carbidopa / levodopa),DDCIs,generic,90 orally disintegrating tabs of carbidopa / levodopa 25mg/100mg
,1360,drug_info,drug_info,1360,http://www.goodrx.com/duopa,Duopa,,,DDCIs,,1 cartridge
,1361,drug_info,drug_info,1361,http://www.goodrx.com/lodosyn,Lodosyn,,(carbidopa),DDCIs,generic,90 tablets of carbidopa 25mg
,1362,drug_info,drug_info,1362,http://www.goodrx.com/rytary,Rytary,,,DDCIs,brand,90 capsules of Rytary 48.75mg/195mg
,1363,drug_info,drug_info,1363,http://www.goodrx.com/theochron,Theochron,,(theophylline ER),Methylxanthines,generic,60 tablets of theophylline ER 300mg
,1364,drug_info,drug_info,1364,http://www.goodrx.com/lufyllin,Lufyllin,,(dyphylline),Methylxanthines,brand,30 tablets of Lufyllin 200mg
,1365,drug_info,drug_info,1365,http://www.goodrx.com/theophylline,theophylline,,(Elixophyllin),Methylxanthines,,185 ml 80mg/15ml of theophylline oral solution
,1366,drug_info,drug_info,1366,http://www.goodrx.com/elixophyllin,Elixophyllin,,(theophylline),Methylxanthines,,473 ml 80mg/15ml of Elixophyllin elixir
,1367,drug_info,drug_info,1367,http://www.goodrx.com/montelukast,montelukast,,(Singulair),Leukotriene Receptor Antagonists,generic,30 tablets of montelukast 10mg
,1368,drug_info,drug_info,1368,http://www.goodrx.com/mirapex,Mirapex,,(pramipexole),Dopamine Agonists,generic,30 tablets of pramipexole 0.25mg
,1369,drug_info,drug_info,1369,http://www.goodrx.com/requip,Requip,,(ropinirole),Dopamine Agonists,generic,30 tablets of ropinirole 1mg
,1370,drug_info,drug_info,1370,http://www.goodrx.com/neupro,Neupro,,(rotigotine),Dopamine Agonists,brand,30 patches of Neupro 4mg
,1371,drug_info,drug_info,1371,http://www.goodrx.com/tremin,,,(trihexyphenidyl),Anticholinergics,generic,90 tablets of trihexyphenidyl 2mg
,1372,drug_info,drug_info,1372,http://www.goodrx.com/stalevo,Stalevo,,(carbidopa / levodopa / entacapone),DDCI / COMT Inhibitor Combinations,generic,120 tablets of carbidopa / levodopa / entacapone 150mg
,1373,drug_info,drug_info,1373,http://www.goodrx.com/exelon,Exelon,,(rivastigmine),Cholinesterase Inhibitors,generic,60 capsules of rivastigmine 3mg
,1374,drug_info,drug_info,1374,http://www.goodrx.com/comtan,Comtan,,(entacapone),COMT Inhibitors,generic,90 tablets of entacapone 200mg
,1375,drug_info,drug_info,1375,http://www.goodrx.com/symadine,,,(amantadine),Influenza A Inhibitors,generic,60 capsules of amantadine 100mg
,1376,drug_info,drug_info,1376,http://www.goodrx.com/mucinex,Mucinex,,(guaifenesin ER),Expectorants,,
,1377,drug_info,drug_info,1377,http://www.goodrx.com/relenza,Relenza,,(zanamivir),Neuraminidase Inhibitors,brand,1 inhaler of Relenza 5mg
,1378,drug_info,drug_info,1378,http://www.goodrx.com/rapivab,Rapivab,,(peramivir),Neuraminidase Inhibitors,brand,3 vials
,1379,drug_info,drug_info,1379,http://www.goodrx.com/hydromet,Hydromet,,(hydrocodone / homatropine),Opioid / Anticholinergic Combinations,generic,30 tablets of hydrocodone / homatropine 5mg/1.5mg
,1380,drug_info,drug_info,1380,http://www.goodrx.com/benzonatate,benzonatate,,(Tessalon),Non-narcotic Antitussives,generic,30 capsules of benzonatate 100mg
,1381,drug_info,drug_info,1381,http://www.goodrx.com/delsym,Delsym,,(dextromethorphan),Non-narcotic Antitussives,,
,1382,drug_info,drug_info,1382,http://www.goodrx.com/pseudoephedrine,pseudoephedrine,,(Sudafed),Alpha Agonists,,
,1383,drug_info,drug_info,1383,http://www.goodrx.com/zutripro,Zutripro,,(hydrocodone / chlorpheniramine / pseudoephedrine),Antihistamine / Opioid / Sudafed Combinations,,240 ml 5mg/4mg/60mg/5ml of hydrocodone / chlorpheniramine / pseudoephedrine oral solution
,1384,drug_info,drug_info,1384,http://www.goodrx.com/robitussin,Robitussin,,,Expectorant / Non-narcotic Antitussive Combinations,,
,1385,drug_info,drug_info,1385,http://www.goodrx.com/phenylephrine,phenylephrine,,(Ak-Dilate),Alpha Agonists,,1 eye dropper
,1386,drug_info,drug_info,1386,http://www.goodrx.com/rimantadine,rimantadine,,(Flumadine),Influenza A Inhibitors,generic,14 tablets of rimantadine 100mg
,1387,drug_info,drug_info,1387,http://www.goodrx.com/valacyclovir,valacyclovir,,(Valtrex),Herpes Virus Nucleoside Analogues,,30 tablets of valacyclovir 1g
,1388,drug_info,drug_info,1388,http://www.goodrx.com/nasalide,,,(flunisolide),Corticosteroids,,1 nasal spray
,1389,drug_info,drug_info,1389,http://www.goodrx.com/revlimid,Revlimid,,(lenalidomide),Thalidomides,brand,28 capsules of Revlimid 10mg
,1390,drug_info,drug_info,1390,http://www.goodrx.com/pomalyst,Pomalyst,,(pomalidomide),Thalidomides,brand,21 capsules of Pomalyst 4mg
,1391,drug_info,drug_info,1391,http://www.goodrx.com/elmiron,Elmiron,,(pentosan),Glycosaminoglycans,brand,90 capsules of Elmiron 100mg
,1392,drug_info,drug_info,1392,http://www.goodrx.com/alkeran,Alkeran,,(melphalan),Alkylating Drugs,brand,30 tablets of Alkeran 2mg
,1393,drug_info,drug_info,1393,http://www.goodrx.com/zometa,Zometa,,(zoledronic acid),Bisphosphonates,generic,1 vial
,1394,drug_info,drug_info,1394,http://www.goodrx.com/farydak,Farydak,,(panobinostat),HDAC Inhibitors,brand,1 dose pack
,1395,drug_info,drug_info,1395,http://www.goodrx.com/dextromethorphan,dextromethorphan,,(Delsym),Non-narcotic Antitussives,,
,1396,drug_info,drug_info,1396,http://www.goodrx.com/pregnyl,Pregnyl,Novarel,(chorionic gonadotropin),Gonadotropins,,1 vial
,1397,drug_info,drug_info,1397,http://www.goodrx.com/dermazene,Dermazene,,(hydrocortisone / iodoquinol),Antiprotozoal / Corticosteroid Combinations,,1 tube
,1398,drug_info,drug_info,1398,http://www.goodrx.com/luzu,Luzu,,(luliconazole),Azole Antifungals,,1 tube
,1399,drug_info,drug_info,1399,http://www.goodrx.com/ciclodan,Ciclodan,,,Hydroxypyridone Antifungals,,1 tube
,1400,drug_info,drug_info,1400,http://www.goodrx.com/spectazole,,,(econazole),Azole Antifungals,,1 tube
,1401,drug_info,drug_info,1401,http://www.goodrx.com/ertaczo,,,(ertaczo),Azole Antifungals,,1 tube
,1402,drug_info,drug_info,1402,http://www.goodrx.com/ecoza,Ecoza,,,Azole Antifungals,,1 can
,1403,drug_info,drug_info,1403,http://www.goodrx.com/clotrimazole,clotrimazole,,(Mycelex),Azole Antifungals,generic,70 lozenges of clotrimazole 10mg
,1404,drug_info,drug_info,1404,http://www.goodrx.com/naftin,Naftin,,(naftifine),Allylamine Antifungals,,1 tube
,1405,drug_info,drug_info,1405,http://www.goodrx.com/exelderm,Exelderm,,(sulconazole),Azole Antifungals,,1 bottle
,1406,drug_info,drug_info,1406,http://www.goodrx.com/zeasorb,Zeasorb,,,Azole Antifungals,,
,1407,drug_info,drug_info,1407,http://www.goodrx.com/oxistat,Oxistat,,(oxiconazole),Azole Antifungals,,1 bottle
,1408,drug_info,drug_info,1408,http://www.goodrx.com/lotrimin,Lotrimin,,,Azole Antifungals,,
,1409,drug_info,drug_info,1409,http://www.goodrx.com/ciclopirox,ciclopirox,,(Penlac Loprox),Hydroxypyridone Antifungals,,1 tube
,1410,drug_info,drug_info,1410,http://www.goodrx.com/taxotere,Taxotere,,(docetaxel),Microtubule Inhibitors,generic,1 vial
,1411,drug_info,drug_info,1411,http://www.goodrx.com/extina,Extina,,(ketoconazole),Azole Antifungals,,1 can
,1412,drug_info,drug_info,1412,http://www.goodrx.com/tarceva,Tarceva,,(erlotinib),EGFR Inhibitors,brand,30 tablets of Tarceva 150mg
,1413,drug_info,drug_info,1413,http://www.goodrx.com/toposar,,,(etoposide),Topoisomerase Inhibitors,,1 vial
,1414,drug_info,drug_info,1414,http://www.goodrx.com/gemzar,Gemzar,,(gemcitabine),Nucleoside Metabolic Inhibitors,,1 vial
,1415,drug_info,drug_info,1415,http://www.goodrx.com/taxol,,,(paclitaxel),Microtubule Inhibitors,,1 vial
,1416,drug_info,drug_info,1416,http://www.goodrx.com/gilotrif,Gilotrif,,(afatinib),Kinase Inhibitors,brand,30 tablets of Gilotrif 40mg
,1417,drug_info,drug_info,1417,http://www.goodrx.com/docefrez,Docefrez,,,Microtubule Inhibitors,brand,1 vial of Docefrez 80mg
,1418,drug_info,drug_info,1418,http://www.goodrx.com/navelbine,Navelbine,,(vinorelbine),Vinca Alkaloids,generic,1 vial
,1419,drug_info,drug_info,1419,http://www.goodrx.com/xalkori,Xalkori,,(crizotinib),Kinase Inhibitors,brand,60 capsules of Xalkori 250mg
,1420,drug_info,drug_info,1420,http://www.goodrx.com/avastin,Avastin,,(bevacizumab),VEGF Antibodies,brand,1 vial
,1421,drug_info,drug_info,1421,http://www.goodrx.com/hycamtin,Hycamtin,,(topotecan),Topoisomerase Inhibitors,generic,6 vials of topotecan 4mg
,1422,drug_info,drug_info,1422,http://www.goodrx.com/zykadia,Zykadia,,(ceritinib),Kinase Inhibitors,brand,140 capsules of Zykadia 150mg
,1423,drug_info,drug_info,1423,http://www.goodrx.com/abraxane,Abraxane,,,Microtubule Inhibitors,brand,6 vials of Abraxane 100mg
,1424,drug_info,drug_info,1424,http://www.goodrx.com/iressa,Iressa,,(gefitinib),Kinase Inhibitors,brand,30 tablets of Iressa 250mg
,1425,drug_info,drug_info,1425,http://www.goodrx.com/loryna,loryna,gianvi,(Yaz),Estrogen / Progestin Combinations,generic,1 package
,1426,drug_info,drug_info,1426,http://www.goodrx.com/nikki,nikki,gianvi,(Yaz),Estrogen / Progestin Combinations,generic,1 package
,1427,drug_info,drug_info,1427,http://www.goodrx.com/gianvi,gianvi,vestura,(Yaz),Estrogen / Progestin Combinations,generic,1 package
,1428,drug_info,drug_info,1428,http://www.goodrx.com/vestura,vestura,gianvi,(Yaz),Estrogen / Progestin Combinations,generic,1 package
,1429,drug_info,drug_info,1429,http://www.goodrx.com/estradiol,estradiol,,(Estrace Vivelle-Dot Climara),Estrogens,,1 carton
,1430,drug_info,drug_info,1430,http://www.goodrx.com/isordil,Isordil,,(isosorbide dinitrate),Nitrates,generic,90 tablets of isosorbide dinitrate 10mg
,1431,drug_info,drug_info,1431,http://www.goodrx.com/nitromist,Nitromist,,,Nitrates,,1 bottle
,1432,drug_info,drug_info,1432,http://www.goodrx.com/monoket,Monoket,,(isosorbide mononitrate),Nitrates,generic,60 tablets of isosorbide mononitrate 20mg
,1433,drug_info,drug_info,1433,http://www.goodrx.com/rectiv,Rectiv,,,Nitrates,,1 tube
,1434,drug_info,drug_info,1434,http://www.goodrx.com/nitrostat,Nitrostat,,,Nitrates,brand,25 sublingual tablets of Nitrostat 0.4mg
,1435,drug_info,drug_info,1435,http://www.goodrx.com/nitroglycerin,nitroglycerin,minitran,(Nitrolingual Nitro-Dur),Nitrates,generic,100 sublingual tablets of nitroglycerin 0.4mg
